transcript_id HELAS3 GM12878 H1HESC HEPG2 K562
ENST00000420876.1 0.0159495 0.0003195 0 0 0.0001355
ENST00000445551.1 0.0274005 0.0265985 0.0050045 0.027449 0.082429
ENST00000454285.1 0 0 0.001108 0 0
ENST00000438589.1 0.003488 0 0.0043845 0 0
ENST00000371865.3 0.0102985 0 0.0518155 0.006603 0
ENST00000445070.1 0.0024715 0 0 0.0039205 0
ENST00000456803.1 0 0 0 0 0
ENST00000439795.1 0 0 0 0 0
ENST00000455238.1 0 0 0.000548 0 0
ENST00000452503.1 0.005998 0 0.0025795 0.00138 0
ENST00000431986.1 0.0003565 0 0 0 0
ENST00000456002.1 0 0 0 0 0
ENST00000420071.1 0 0 0 0 0
ENST00000457061.1 0 0 0 0 0
ENST00000442477.1 0 0 0 0 0
ENST00000440897.1 0 0 0 0 0
ENST00000424664.1 0 0 0 0 0
ENST00000366181.2 0.000185 0 0.000198 0.00035 0
ENST00000422306.1 0.0029985 0.0025095 0 0.0016995 0.000209
ENST00000453573.1 0.0107295 0.0120815 0.0224645 0.0068915 0.012187
ENST00000413652.1 0.000956 0 0.0007785 0.0013705 0.0001475
ENST00000453829.1 0.000174 0 0.0002725 0.0014615 0.0001205
ENST00000424246.1 0 0 0 0 0
ENST00000415031.1 0.0007235 0.0011055 0 0 0.0153325
ENST00000426017.1 0.000471 0.0008165 0 0 0.019312
ENST00000416072.1 0.0185345 0.008539 0.0038275 0.028323 0.0039825
ENST00000425802.1 0.003741 0.0027815 0.0083135 0.0031285 0.0010205
ENST00000447867.1 0 0 0 0 0
ENST00000439621.1 0.0001855 0 0.0001315 0.00375 0
ENST00000452466.1 0.0556225 0.027746 0.07179 0.064926 0.050084
ENST00000458151.1 0.051958 0.024636 0.021648 0.039712 0.010792
ENST00000432653.1 0.000907 0.001105 0.0028895 0.000394 0.0007665
ENST00000421637.1 0.0001305 0 0.000237 0 0
ENST00000450469.1 0 0.00109 0 0 0
ENST00000446686.1 0 0 0 0 0
ENST00000445039.1 0.004459 0.0008215 0.0072105 0.004349 0.0003475
ENST00000429099.1 0 0.00021 0 0 0
ENST00000449958.1 0 0.030068 0 0 0.0004365
ENST00000501525.1 0.0002025 0 0.0001425 0.000244 0.000826
ENST00000422758.1 0.001242 0.003007 0.004905 0.0011415 0.004015
ENST00000426901.1 0 0 0 0.0009015 0.000204
ENST00000447150.1 0 0 0 0 0
ENST00000433377.1 0 0 0.0003595 0 0
ENST00000416119.1 0 0.0005875 0 0 0
ENST00000450503.1 0 0 0 0 0
ENST00000415336.1 0.0063645 0.0089055 0.003836 0.0074255 0.013283
ENST00000443284.1 0.00148 0.0026715 0.000346 0.002213 0.000806
ENST00000436033.1 0 0 0.0015785 0 0.004529
ENST00000455380.1 0.000544 0 0 0 0
ENST00000433690.1 0.0006355 0.0050045 0.0006595 0.000828 0.0026165
ENST00000436960.1 0.00045 0 0 0 0
ENST00000499090.1 0.008543 0.00965 0.0158395 0.012891 0.01799
ENST00000451250.1 0.000733 0 0.0002455 0.000536 0
ENST00000422374.1 0 0 0.0001575 9.1e-05 0.000226
ENST00000424357.1 0 0 0 0 0
ENST00000458145.1 0 0.0036705 0 0 0
ENST00000455010.1 0 0 0 0 0
ENST00000435828.1 0 0 0 0 0
ENST00000451914.1 0.0055915 0.000329 0 0.052122 0
ENST00000425435.1 0.000166 0 0 0.000524 0
ENST00000417420.1 0 0 0.0002015 0 0
ENST00000441502.1 0 0 0 4.7e-05 0
ENST00000422038.1 0 0 0 0 0
ENST00000416598.1 0 0 0 0 0
ENST00000432897.1 0 0 0.0002315 0 0
ENST00000434141.1 0 0 0 0 0
ENST00000420811.1 0 0 0 0 0
ENST00000457412.1 0 0 0 0 0
ENST00000419596.1 0 0 0.000258 0 0
ENST00000544621.1 0.000952 0.000807 0 0.000459 0.000719
ENST00000419531.1 9.95e-05 0.0004465 0 0.000103 0.000218
ENST00000424592.1 0 0 0 0 0.000607
ENST00000423408.1 0.002531 0.0005255 0.0019835 0.0057325 0.002169
ENST00000427292.1 0 0 0 0 0
ENST00000447329.1 0.0016305 0.0110185 0 0 0.0007
ENST00000438195.1 0 0.009841 0 0 0
ENST00000424308.1 0 0 0 0 0
ENST00000422198.1 0 0 0 0 0
ENST00000451090.1 0 0 0.0044475 0 0
ENST00000449812.1 0 0 0 0 0
ENST00000425914.1 0 0 0.0001275 0 0
ENST00000436225.1 0 0 0.000203 0 0
ENST00000443012.1 0 0.0004675 0 0 0
ENST00000424725.1 0.001741 0.0017215 0.002249 0.0095275 0.0013955
ENST00000456878.1 0 0 0 0 0
ENST00000439156.1 0.000107 0 0.0103035 0 0.0246875
ENST00000423403.1 0 0 0.0007385 0 0
ENST00000438559.1 0 0 0 0 0
ENST00000418662.1 0.000933 0 0.0017255 0 0
ENST00000421455.1 0 0.0001005 0 0 0.000156
ENST00000442027.1 0 0 0.0024995 0 0.0013975
ENST00000416342.1 0 0 0 0 0
ENST00000453229.1 0.014437 0.0180485 0.0278465 0.103854 0.014495
ENST00000450811.1 0.0001905 0.0028725 0 0.0024895 0.002234
ENST00000420285.1 0 0 0 0 0
ENST00000425352.1 0 0 0 0 0
ENST00000420659.1 0 0 0 0 0
ENST00000418091.1 0 0 0 0 0
ENST00000427547.1 0 0 0 0 0
ENST00000455038.1 0 0 0.0003885 0 0
ENST00000432537.1 0 0 0.000217 0 0.0001405
ENST00000447183.1 0.0004545 0 0.000286 0 0
ENST00000455304.1 0 0 0 0 0
ENST00000418086.1 0 0 0 0 0
ENST00000449140.1 0 0 0 0 0
ENST00000436475.1 0.001934 8.25e-05 0.0017385 0 0.000279
ENST00000426393.1 5.6e-05 0 0.133886 0 0.009647
ENST00000418244.1 0.000652 8.2e-05 0.0843295 0.000197 0.003468
ENST00000449386.1 0.0004795 0 0.151396 0 0
ENST00000431294.1 0 0 0.020239 0 0.005431
ENST00000427268.1 0 0 0.003579 0 0
ENST00000412349.1 0 0.000102 0 0 0
ENST00000424995.1 0 0.0006875 0 0 0
ENST00000447748.1 0.000664 0 0.002349 0.000271 0.0035675
ENST00000444349.1 0 0 0 0 0
ENST00000415842.1 0.0008835 0 0.004079 0.0002435 0.0053125
ENST00000436350.1 6.05e-05 0 0.00236 0.001051 0.0048285
ENST00000448344.1 0.001242 0 0.001364 0.002925 0.0006025
ENST00000435739.1 0 0 0 0 0
ENST00000429871.1 0.002378 0.003058 0.0011605 0.0002865 0.0056675
ENST00000424138.1 0 0 0 0 0
ENST00000448074.1 0 0 0.0032 0 0
ENST00000456389.1 0 0 0 0 0
ENST00000230113.3 0 0 0 0 0
ENST00000420587.1 0.0022165 0.0006005 0 0 0
ENST00000541803.1 0.0003345 0.001871 0.001702 0.0005535 0
ENST00000413628.1 0.0013845 0 0.0004615 0.0007295 0.000109
ENST00000414904.1 0.000148 0.000247 0.0001845 0.0001385 0
ENST00000434072.1 0.0022195 0.001872 0 0.000144 0.000282
ENST00000425820.1 0 0.000508 0 0 0.000118
ENST00000428732.1 0.038135 0.0088365 0.0035685 0.003574 0.0208305
ENST00000425517.1 0.000483 0.018636 0.0004995 0.0001905 0
ENST00000439878.1 0 0 0 0 0
ENST00000448001.1 0 0.164837 0 0 0
ENST00000414132.1 0 0 0 0 0
ENST00000425754.1 0 0 0 0 0
ENST00000441830.1 0 0 0 0 0
ENST00000422107.1 0.000579 0.0001935 0 0.0002435 0
ENST00000413943.1 0 0.000268 0 0 0
ENST00000419450.1 0 0 0.001271 0 0.0002235
ENST00000423187.1 0 0 0 0 0
ENST00000426775.1 0 0 0 0 0.0003025
ENST00000450461.1 0.0003135 0.000464 0 0.000164 0.002133
ENST00000426999.1 0 0 0 0 0
ENST00000455406.1 0.001528 0.0115365 0.0006245 0.0013335 0.0076175
ENST00000413421.1 0 0.00059 0 0 0.0002325
ENST00000415780.1 0 0.0013885 0 0 0.000759
ENST00000411721.1 0 0.0004465 0 0 0.0004715
ENST00000430605.1 0 0.000421 0 0 0
ENST00000446438.1 0 0 0 0 0
ENST00000453121.1 0 0 0 0 0
ENST00000445976.1 0.045355 0.0001775 0.078427 0.0410315 0
ENST00000418078.1 0 0 0.0002405 0 0
ENST00000440762.1 0 2.3e-05 0 0 0
ENST00000444827.1 0 0 0 0 0
ENST00000415686.1 0 0 0 0 0
ENST00000411903.1 0.0002185 0 0 0 0
ENST00000452553.1 0 0 0 0 0
ENST00000424953.1 0 0 0 0 0
ENST00000436262.1 0 0 0 0 0
ENST00000415549.1 0 0 0 0 0
ENST00000442876.1 0 0 0 0 0
ENST00000411417.1 0 0 0 0 0
ENST00000449696.1 0 0 0 0 0
ENST00000416017.1 0 0 0 0.000189 0
ENST00000438619.1 0 0 0 0 0
ENST00000446238.1 0 0 0.0003665 0 0
ENST00000427892.1 8e-05 0 7.1e-05 0 0
ENST00000433521.1 0.0071115 0.0009555 0.0005575 0.0006225 0.000591
ENST00000436121.1 0 0 0 0 0
ENST00000434540.1 0 0 0 0 0
ENST00000427806.1 0 0 0 0 0
ENST00000454305.1 0 0.0023445 0.0141055 0 0
ENST00000436206.1 0 0 0 0 0.00251
ENST00000421331.1 0.0003965 3.35e-05 0.008486 0.0008105 0
ENST00000436742.1 0.0007595 0.000123 9.5e-05 0.0005745 0
ENST00000413519.1 0 6.6e-05 0.0002805 4.45e-05 0
ENST00000415629.1 0 0 0 0 0
ENST00000458146.1 0 0 0 0 0
ENST00000437080.1 0 0 0.0009165 0 0
ENST00000418041.1 0 0 0 0 0
ENST00000443104.1 0 0 0 0 0
ENST00000443565.1 0.0001865 0.049278 0 0 0
ENST00000439024.1 0 0 0 0 0
ENST00000443939.1 0 0 0.00016 0 0
ENST00000430748.1 0 0.00014 0 0 0
ENST00000420549.1 0 0.136374 0 0 0
ENST00000452901.1 0 0 0 0 0
ENST00000419658.1 0 0 0 0 0
ENST00000452834.1 0 0 0 0 0
ENST00000421931.1 6.5e-05 0.0001565 0.0005765 0 0
ENST00000446227.1 0 0 0 0 0
ENST00000417975.1 0 0 0 0 0
ENST00000439186.1 0 0 0 0 0
ENST00000457273.1 0 0 0.000385 0 0
ENST00000417565.1 0 0 0.0006485 0 0
ENST00000413975.1 0 0 0 0 0
ENST00000419733.1 0 0 0 0 0
ENST00000455929.1 0.0004565 0 0.002234 0.000644 0.000105
ENST00000427819.1 0 0.000691 0.0008575 0 0
ENST00000426125.1 0 0 0.0007135 0 0
ENST00000426794.1 0 0 0 0 0
ENST00000456587.1 0 0.000769 0.0005035 0.0008725 0
ENST00000422417.1 0 0 0 0 0
ENST00000452509.1 0 0 0 0 0
ENST00000437598.1 0 0 0 0 0.000457
ENST00000458097.1 0.0016805 9.9e-05 0.000945 0.0001885 0.0004305
ENST00000425750.1 0.000216 0.001361 0.0004775 0.000109 0.0017375
ENST00000498904.1 0.0047165 0.001958 0.002167 0.000782 0.0020665
ENST00000437128.1 0 0 0 0 0
ENST00000443562.1 0.0001965 0.000345 0 0 0.0002455
ENST00000415584.2 0.000184 0.0031825 0.001627 0.0001515 0.001599
ENST00000526694.1 0.0005695 0.0050705 0.0011685 0.0003195 0.0022815
ENST00000429074.1 0 0 0 0 0
ENST00000528692.1 0.0003595 0.0023515 0.002198 0 0.003337
ENST00000432395.1 0 0.0003745 0.0002955 0 0.0016045
ENST00000445845.1 0 0 0 0.000186 0
ENST00000451930.1 0 0 0 0 0
ENST00000435832.1 0 0.0316085 0 0 0
ENST00000455680.1 0.002564 0.0004235 0.000946 0.015872 0.041696
ENST00000435649.1 0.0003275 0.002076 0.001378 0.0156455 0.0416675
ENST00000443802.1 0.004771 0.001383 0.0083105 0.07868 0.054212
ENST00000425185.1 0 0 0.0005325 0 0.000458
ENST00000413606.1 0.0020465 0.00086 0.0009235 0.002338 0.0046765
ENST00000457025.1 0.005409 0.003639 0 0 0.003077
ENST00000451302.1 0.0034915 0.006193 0.027967 0.003635 0.051212
ENST00000446528.1 0 0 0 0 0
ENST00000415150.1 0.000857 0.021444 0 0.0024345 0.0230765
ENST00000455474.1 0 0.032014 0 0 0.0080035
ENST00000447577.1 0.000347 0 0.0005015 0.002387 0.0061195
ENST00000442860.1 0.003395 0.00804 0 0.008518 0.0014195
ENST00000414430.1 0.0016395 0.0216965 0 0.011874 0.048736
ENST00000424517.1 0 0.0031125 0 0 0
ENST00000429859.1 0.0008585 0.0198815 0.0006765 0.010024 0.0157155
ENST00000427669.1 0 0 0 0 0
ENST00000450843.1 0.000697 0.00602 0.005841 0.006899 0.0182725
ENST00000440778.1 0.0104055 0.043596 0 0.00852 0.037171
ENST00000421202.1 0.037529 0.267228 0.085396 0.0615595 0.283506
ENST00000436200.1 0 0 0 0 0
ENST00000432741.1 0.0026565 0.001962 0.001208 0.0080655 0.011417
ENST00000411670.1 0 0.0010095 0 0 0
ENST00000452347.1 0.0040635 0.086474 0.0002225 0.00548 0.0258845
ENST00000438777.1 0.0053135 0.0040425 0.004463 0.0016765 0.012049
ENST00000449305.1 0.0169705 0.0034595 0.0013505 0.004374 0.004063
ENST00000457387.1 0.0089715 0.079414 0.0340075 0.0308615 0.114031
ENST00000445076.1 0.0003095 0 0.00164 0 0
ENST00000431770.1 0.152059 0.002082 0.0012945 0.420849 0.0003815
ENST00000427243.1 0.0660825 0.000134 0 0.238536 0
ENST00000417401.1 0.371306 0 0 0.418685 0
ENST00000412628.1 0 0 0 0.001795 0
ENST00000446684.1 0.037685 0.0002775 0.0006655 0.197101 0.000115
ENST00000433544.1 0.0776055 0.000822 0.0213315 0.010136 0.00285
ENST00000439455.1 0 0 0 0 0
ENST00000413103.1 0 0 0 0 0
ENST00000414039.1 0.0023335 0 0 0.0031255 0
ENST00000418242.1 0 0.000827 0.000256 0.0015435 0
ENST00000413541.1 0 0 0 0 0
ENST00000435559.1 0.010049 0 0.0201465 0.011514 0
ENST00000442418.1 0.001162 0 0.0040605 0.0024575 0
ENST00000452922.1 0.0044195 0 0.0050895 0.009194 0
ENST00000456551.1 0 0 0 0 0
ENST00000432162.1 0.000148 0 0.002432 0.0043895 0
ENST00000421997.1 0.0075505 0 0.0165045 0.015865 0
ENST00000414374.1 0 0 0.001749 0.0026635 0
ENST00000418366.1 0.0016955 0 0.005441 0.0012655 0
ENST00000424711.1 0.001181 0 0.0051385 0.005624 0
ENST00000422162.1 0 0 0 0 0
ENST00000532087.1 0.000419 0 0 0.000332 0
ENST00000452846.1 0 0 0 0.0053535 0
ENST00000438509.1 0.0075865 0.000314 0.045171 0.0826085 0
ENST00000456582.1 0.001247 0.0001495 0.0042515 0.0167735 0
ENST00000451611.1 0.000161 0 0.0005715 0.0004965 0
ENST00000434207.1 0.0081845 0 0.0020035 0.0042535 0.0055155
ENST00000421762.1 8.45e-05 0 8.4e-05 0.0002195 0.0001775
ENST00000419846.1 0.001239 0.000154 0.0003 0.002604 0.000637
ENST00000444665.1 0 0.0004835 0 0 0
ENST00000423410.1 0 0 0 0 0
ENST00000438093.1 0 0 0 0 0
ENST00000426881.1 0 0 0.0001015 0 0
ENST00000427695.1 0 0 0 0 0
ENST00000424943.1 0 0 0.00064 0 0
ENST00000440116.1 0 0 0.00076 0 0
ENST00000456933.1 0 0 0 0 0
ENST00000432146.1 0 0 0 0 0
ENST00000411798.1 0 0.000116 0.001131 0 0
ENST00000442558.1 0 0 0 0 0
ENST00000412513.1 0 0 0 0 0
ENST00000451675.1 0 0 0 0 0
ENST00000413825.1 0 0 0 0 0
ENST00000435311.1 0 0.0003595 0 0 0
ENST00000422980.1 0 0.0370055 0 0 0
ENST00000424982.1 0 0.0005085 0 0 0
ENST00000431362.1 0 0 0 0 0
ENST00000422259.1 0 0 0 0 0
ENST00000424528.1 0 0 0 0 0
ENST00000418344.1 0 7.2e-05 0.0007115 0 0
ENST00000425113.1 0 0.0002515 0.000144 0 0
ENST00000438829.1 0 0 0 0.000916 0
ENST00000454219.1 0.036414 0.037707 0.019491 0.022261 0.0639895
ENST00000421185.1 0.0192605 0.0283135 0.043146 0.018258 0.0591195
ENST00000432210.1 0 0 0.000535 0 0
ENST00000416343.1 0 0 0 0 0
ENST00000414686.1 0.0067025 0.0114495 0.001567 0.002582 0.004923
ENST00000421013.1 0.015075 0.0036235 0.0176765 0.0062345 0.0106585
ENST00000453011.1 0 0 0.001453 0.0025975 0.0010605
ENST00000446527.1 0.016223 0.0007855 0.0015955 0.003103 0.01345
ENST00000416329.1 0 0.002081 0 0 0
ENST00000454721.1 0.002622 0.0026705 0.00018 0.0015255 0.0233005
ENST00000449473.1 0.017632 0.029704 0.0004265 0.0126915 0.0790865
ENST00000451213.1 0.01249 0.006351 0.005359 0.0065045 0.0166145
ENST00000432195.1 0.0052555 0.0002195 0.002991 0 0
ENST00000454466.1 0 0.000491 0 0 0
ENST00000439146.1 0 0.000487 0 0 0
ENST00000444327.1 0 0.329371 0 0 0
ENST00000415532.1 0 0.0014915 0 0 0
ENST00000447916.1 0 0.0012665 0 0 0
ENST00000414418.1 0 0 0 0 0
ENST00000424955.1 0 0 0 0 0
ENST00000455771.1 0 0 0 0 0.0007745
ENST00000451705.1 0 0 0 0 0
ENST00000414923.1 0 0 0 0 0
ENST00000444810.1 0 0 0 0 0.0006455
ENST00000447322.1 0 0 0 0 0
ENST00000418362.1 7.85e-05 0.0003565 0 7.55e-05 0.000432
ENST00000420901.1 0 0 0 0 0
ENST00000435253.1 0 0 0 0.0001015 0
ENST00000446693.1 0 0 0 0 0
ENST00000429080.1 0 0 0 0 0
ENST00000417385.1 0 0 0 0 0
ENST00000437803.1 0 0 0 0 0
ENST00000429608.1 0 0 0 0 0
ENST00000415910.1 0 0 0 0 0
ENST00000438318.1 0 0.000678 0.0010125 0 0
ENST00000419428.1 0 0 0 0 0
ENST00000451023.1 0 0 0 0 0
ENST00000438965.1 0.0764515 0 0.0005335 0.047921 0.35411
ENST00000411846.1 0.038395 0 0 0.0027775 0.041915
ENST00000419814.1 0.103811 0 0.000141 0.0659125 0.407632
ENST00000437400.1 0 0 0 0 0
ENST00000369989.2 0 0 0 0 0
ENST00000417241.1 0 0 0 0 0
ENST00000513461.1 0.0002675 0.000169 0 0.0002125 0.0006595
ENST00000526411.1 0.0013235 0.000308 0.0011715 0.004221 0.0018995
ENST00000436416.1 0.0214205 0.0175805 0.017763 0.0222175 0.030002
ENST00000369843.3 0.00028 0 0 0.000269 0
ENST00000431955.1 9.9e-05 0 0 0.000333 0
ENST00000453347.1 0.001521 0 0.0002165 0 0.001393
ENST00000415166.1 0 0.0003425 0.001549 0.0002015 0.000533
ENST00000430098.1 0 0 0 0 0
ENST00000443008.1 0 0 0 0 0
ENST00000418579.1 0 0 0 0 0
ENST00000440688.1 0 0 0 0 0
ENST00000455967.1 0.006281 0.00052 0.004438 0.0041655 0.0004815
ENST00000449169.1 0.016075 0.006063 0.0137855 0.012715 0.012323
ENST00000457535.1 0.0104215 0.0042695 0.0029685 0.004658 0.0125045
ENST00000444238.1 0.004261 0.002031 0.0004135 0.0008525 0.005971
ENST00000457402.1 8.2e-05 0 0.0005055 0 0
ENST00000440689.1 7.25e-05 0.0046825 0 0 0.004675
ENST00000426321.1 0 0 0 0 0.0002805
ENST00000450155.1 0.000477 0.005772 0.000115 0.000289 0.0019025
ENST00000441004.1 0.0003445 0.010362 0.0002085 0 0.00205
ENST00000453988.1 0.0009745 0.0007665 0.000174 0.001099 0.0004865
ENST00000430373.1 0.003877 0.000724 0.0633525 0.0034235 0.0010595
ENST00000524935.1 0 0 0.0015415 1.7e-05 0.000104
ENST00000439736.1 0 0 0 0 0
ENST00000441125.1 0 0 0 0 0
ENST00000427471.1 0 0 0 0 0
ENST00000419258.1 0 0 0 0 0
ENST00000442751.1 0 0 0 0 0
ENST00000428461.1 0 0 0 0 0
ENST00000438293.1 0 0 3.35e-05 0.000195 0
ENST00000427290.1 0 0 0 0 0
ENST00000421943.1 0.0021885 0.0003435 0.0003565 0.0012025 0
ENST00000433505.1 0 0 0.0997375 0 0.0034865
ENST00000401018.1 0.0002115 0 0.097506 0.0002445 0.000232
ENST00000449572.1 0 0 0.001862 0 2.15e-05
ENST00000456651.1 0 0 0.0230755 0 0
ENST00000422022.1 0.000393 0 0.004776 0 0
ENST00000416193.1 0.0729485 0.034922 0.100803 0.061511 0.030555
ENST00000435800.1 0.0086615 0.0104485 0.009602 0.011206 0.0048805
ENST00000428411.1 0.0462245 0.0415565 0.0345265 0.030015 0.064482
ENST00000420168.1 0.033203 0.006028 0.001208 0.0006035 0.001556
ENST00000413231.1 0.0011695 0.0035925 0 0.000117 0.000902
ENST00000421157.1 0.0006465 0.0007965 0.0035825 0.0001945 0.0037905
ENST00000451149.1 0 0.000394 0 0.001585 0
ENST00000429398.1 0 0.000141 0 0 0
ENST00000418238.1 0.0008865 0.0001665 0 0 0
ENST00000448199.1 0 0 0 0 0
ENST00000419536.1 0.000111 0.0004145 0 0 0.000151
ENST00000441071.1 0 0.000829 0 0 0.0026155
ENST00000427953.1 0.003067 0.0019355 0.0006015 0.001403 0.0026245
ENST00000450706.1 0.002036 0.004347 9.4e-05 0.0014685 0.0062405
ENST00000426237.2 0.005032 0.0050595 0.0006305 0.0025535 0.008661
ENST00000420156.1 0 0 0 0 0
ENST00000448680.1 0 0.0005225 0 0 0
ENST00000425449.1 6.55e-05 0 0 0.0001705 0
ENST00000438885.1 0 0 0 0 0
ENST00000453128.1 0 0 0 0 0
ENST00000426515.1 0.0028165 0.0010555 0.0021 0.007958 0
ENST00000432281.1 0 0.000674 0 0 0
ENST00000423907.1 0 0.0006285 0 0 0.0005525
ENST00000449303.1 0.000477 0 0 0 0
ENST00000439755.1 0.0039675 0.0226175 0.001228 0.004677 0.0101205
ENST00000443219.1 0.000472 0.0004715 0 0.0010545 0
ENST00000437308.1 0 0.08237 0 0.001385 0
ENST00000430316.1 0 0 0 0 0
ENST00000434879.1 0 0.00105 0 0 0
ENST00000430107.1 0.0006125 0.0140615 0 0.001218 0.0012955
ENST00000456414.1 0.008542 0.0537065 0.0017835 0.012288 0.0113035
ENST00000445523.1 0.0079005 0.066553 0.0045725 0.0027605 0.00348
ENST00000421254.1 0 0.0160115 0.0004345 0.0004375 0.0005255
ENST00000442182.1 0 0 0 0 0
ENST00000440801.1 0 0 0 0 0
ENST00000425010.1 0 0 0 0 0.0007075
ENST00000456126.1 0 0 0 0 0.0001485
ENST00000504345.1 0.0002635 0.000769 0 0.000542 0.0014085
ENST00000500821.1 0.0002235 0.0001285 0.000674 0 0.0005005
ENST00000439394.1 0.000295 0 0 0 0
ENST00000449439.1 0 0 0 0 0
ENST00000423984.1 0.012506 0.006467 0.0070985 0.016305 0.0041635
ENST00000425884.1 0.0693855 0.0300295 0.0239735 0.0254935 0.0332085
ENST00000440150.1 0.122956 0.023533 0.0203795 0.054886 0.09342
ENST00000457043.1 0.0112605 0.012314 0.004659 0.0015925 0.030733
ENST00000413531.1 0.00534 0.0045195 0.0026065 0.0028175 0.0131315
ENST00000418015.1 0.0056845 0.0002145 0.0015585 0.002372 0.0040845
ENST00000445565.1 0.0802935 0.038177 0.020236 0.0340305 0.107765
ENST00000457719.1 0.002529 0.001253 0.0134735 0.005763 0
ENST00000420059.1 0.001713 0.0001745 0.003981 0.0040175 0
ENST00000457683.1 0 0 0.0001845 0.0002595 0
ENST00000419144.1 0 0 0 0 0
ENST00000450675.1 0 0 0 0 0
ENST00000412759.1 0.711682 0.0617615 0.3623 0.584792 0.138655
ENST00000446249.1 0 0 0 0 0.000452
ENST00000427872.1 0 0 0 0 0
ENST00000430394.1 0.0102305 0.0110685 0.028445 0 0.0195825
ENST00000426275.1 0 0 0 0 0.000311
ENST00000537401.1 0.0020725 0.000306 0.002202 0.00144 0.001544
ENST00000457996.1 0.0001775 4.4e-05 0.0004685 0 0.001683
ENST00000437515.1 0.000102 3.1e-05 0 0 0.000819
ENST00000417218.1 0.001282 0.000243 0.0001155 0.0001585 0.0002035
ENST00000429055.1 0 0 0.000301 0 0
ENST00000445260.1 0 0 0 0 0
ENST00000437523.1 0.0008725 0.009523 0 0.004934 0
ENST00000450546.1 0 0 0 0 0
ENST00000445662.1 0 0 0 0 0.0030165
ENST00000415979.1 0 0 0 0 0.000695
ENST00000400755.2 0 0 0 0 0
ENST00000446205.1 0 0 0 0 0.0062195
ENST00000412092.1 0.0028915 0.0013625 0 0 0.09967
ENST00000413650.1 0 0 0 0 0.0025535
ENST00000426408.1 0 0.000243 0 0 0.0168485
ENST00000411746.1 0.003115 0.003129 0 0.0010125 0.0177915
ENST00000369381.2 0.0001675 0.0015175 0 0.0419935 0.0075195
ENST00000423385.1 0.036738 0.0517435 0 0.02349 0.706146
ENST00000424640.1 0 0 0 0 0.0061975
ENST00000422129.1 0.00024 0 0 0.003624 0.0001825
ENST00000454861.1 0.033207 0.011127 0 0.032607 0.0409055
ENST00000436680.1 0.011276 0.01329 0 0.014392 0.03573
ENST00000447407.1 0.0354295 0.027388 0 0.0289655 0.300351
ENST00000428930.1 0.016787 0.0146875 0 0.018053 0.022071
ENST00000438000.1 0.0171595 0.017935 0 0.0069735 0.174754
ENST00000424474.1 0.0052425 0.003418 0 0.009275 0.037802
ENST00000437267.1 0.030506 0.0186685 0.000166 0.197785 0.043423
ENST00000413897.1 0.0014 0.000484 0 0.002678 0
ENST00000420598.1 3.3e-05 0 0 0 0
ENST00000447389.1 0.00115 0.005755 0 0.004442 0.0124565
ENST00000425124.1 0.0064715 0.0022735 0 0.0021425 0.0284385
ENST00000412204.1 0.000122 0.0025435 0 0.000216 0.025577
ENST00000452738.1 0.009632 0.007678 0 0.0547915 0.0180145
ENST00000435913.1 0.0019415 0.007424 0 0.0473385 0
ENST00000439302.1 0 0.000423 0 0.000443 0.0046105
ENST00000437865.1 0 0.0026005 0 0 0.0319745
ENST00000422716.1 0 0 0 0.0006155 0.0213935
ENST00000456937.1 0 0 0 0 0
ENST00000435585.1 0 0.0011175 0 0 0
ENST00000429121.1 0.000518 0.000518 0 0 0.0025035
ENST00000427309.1 0 0.000908 0 0.000445 0.0049
ENST00000412196.1 0 0 0 0 0
ENST00000449527.1 0 0 0 0 0
ENST00000456568.1 0 0 0 0 0
ENST00000453561.1 0 0 0 0 0
ENST00000416367.1 0 0.000237 0 0 0.002676
ENST00000424820.1 0 0 0 0 0.002509
ENST00000430699.1 0 0 0 0 0.0021635
ENST00000416527.1 0 0 0 0 0.0004
ENST00000421330.1 0 0 0 0 0
ENST00000423249.1 0.0130175 0.0170795 0 0.009091 0.22489
ENST00000431621.1 0 0.0016445 0 0 0.00698
ENST00000443548.1 0.001125 0.0023545 0 0 0.0148405
ENST00000424068.1 0.0036185 0.003748 0 0.0079475 0.0054105
ENST00000444754.1 0 0.0007435 0 0 0.0072435
ENST00000446530.1 0 0 0 0 0.0186095
ENST00000411775.1 0 0 0 0 0
ENST00000442663.1 0 0 0 0 0
ENST00000428624.1 0.0005275 0.001749 0 0.000948 0.003372
ENST00000423394.1 0 0 0 0 0.002505
ENST00000432361.1 0.0233485 0.00338 0 0.020841 0.050567
ENST00000412492.1 0.00015 0 0 0.001679 0.0020725
ENST00000421640.1 0.0021135 0 0 0.013219 0
ENST00000458155.1 0.000701 0.010926 0 0.0014285 0.014971
ENST00000448665.1 0 0 0 0 0
ENST00000448844.1 0 0 0 0 0.003641
ENST00000456460.1 0 0 0 0 0.004036
ENST00000415543.1 0.0307435 0.006189 0 0.068268 0.0398475
ENST00000433980.1 0.0143005 0.01597 8.3e-05 0.098576 0.0944975
ENST00000431700.1 0 0 0 0 0
ENST00000443766.1 0.0105665 0.0009325 0.000131 0.006362 0.024915
ENST00000436326.1 0.0322255 0.0165595 0 0.0302885 0.0554345
ENST00000419027.1 0.0645765 0.084176 0 0.081081 1.17833
ENST00000329536.8 0 0 0 0.000754 0
